期号,开奖日期,前区1,前区2,前区3,前区4,前区5,后区1,后区2,后区出球顺序1,后区出球顺序2,前区出球顺序1,前区出球顺序2,前区出球顺序3,前区出球顺序4,前区出球顺序5,奖池余额,本期销量,一等奖注数,一等奖单注奖金,二等奖注数,二等奖单注奖金
21077,2021-07-07,02,06,09,21,25,06,08,09,02,21,25,06,08,06,789285714,279629097,4,7575647,64,185350
21076,2021-07-05,06,13,22,25,26,02,04,06,25,26,22,13,04,02,775457206,281760059,2,9596268,129,92526
21075,2021-07-03,06,14,15,17,20,01,05,14,20,15,17,06,01,05,752135503,306666791,2,10000000,51,294104
21074,2021-06-30,11,14,18,20,25,03,07,20,18,11,25,14,07,03,700603888,289189592,1,10000000,84,158926
21073,2021-06-28,08,12,14,20,24,06,10,24,12,08,14,20,06,10,657298888,280274335,2,10000000,101,134102
21072,2021-06-26,02,03,15,22,26,03,11,03,22,02,15,26,03,11,627008381,303912550,3,9518742,123,117028
21071,2021-06-23,08,11,16,29,35,01,04,08,35,29,11,16,01,04,596211840,285731730,9,6287890,79,192242
21070,2021-06-21,03,20,21,22,24,06,12,03,21,20,22,24,12,06,612658365,289443325,1,10000000,59,265807
21069,2021-06-19,01,03,24,32,33,04,06,24,32,03,33,01,06,04,554239484,314771219,4,8622290,81,183547
21068,2021-06-16,02,20,21,26,30,02,10,26,30,02,21,20,02,10,527817203,291893269,13,6004435,115,108554
21067,2021-06-14,01,04,22,23,34,08,09,34,01,04,23,22,09,08,558289398,281023856,1,10000000,59,254020
21066,2021-06-12,24,26,29,34,35,09,11,29,35,34,24,26,09,11,506581578,311082841,12,5981636,317,38691
21065,2021-06-09,23,25,30,31,35,07,08,23,25,30,35,31,07,08,539311034,297780859,6,6498494,76,188581
21064,2021-06-07,01,17,19,32,34,06,10,01,34,17,32,19,06,10,546378196,294413689,2,10000000,60,229075
21063,2021-06-05,05,09,14,29,30,09,11,09,05,14,30,29,09,11,500754392,320996162,9,6029136,260,39778
21062,2021-06-02,04,06,23,32,34,05,07,32,06,34,04,23,05,07,525343538,302275847,5,8059793,71,216424
21061,2021-05-31,15,19,20,26,32,04,07,15,32,26,19,20,07,04,502877803,304392970,7,6484687,100,115599
21060,2021-05-29,09,13,25,31,33,03,07,09,33,31,25,13,07,03,509405220,328214576,8,5714074,105,2430
21059,2021-05-26,04,16,27,28,35,02,09,28,04,35,16,27,09,02,542212080,310375326,12,5810333,146,68435
21058,2021-05-24,13,15,17,23,34,01,11,17,23,13,34,15,01,11,584612592,341604964,2,10000000,53,313479
21057,2021-05-22,05,07,19,20,28,05,07,20,28,05,07,19,07,05,527921742,364226316,39,5176735,306,25278
21056,2021-05-19,03,11,16,21,26,09,10,26,11,16,03,21,10,09,789092339,339616577,9,8577701,100,152004
21055,2021-05-17,03,06,10,11,24,10,11,24,03,10,06,11,11,10,832841055,340947213,5,10000000,100,156924
21054,2021-05-15,03,06,17,20,25,03,09,03,20,25,06,17,03,09,830717938,372706677,5,10000000,112,150382
21053,2021-05-12,03,06,15,17,35,07,11,35,17,06,15,03,11,07,804585433,352261603,5,7659176,115,108825
21052,2021-05-10,02,11,13,14,30,09,12,02,14,11,30,13,12,09,786688797,346174575,6,8348700,99,159923
21051,2021-05-08,01,04,14,16,19,03,04,01,04,14,16,19,03,04,758421416,378483472,9,6297261,198,67730
21050,2021-05-05,09,22,32,33,35,05,10,32,09,33,22,35,05,10,776495377,332629347,7,9324231,106,126690
21049,2021-05-03,01,10,22,23,25,02,12,23,22,01,25,10,12,02,804858111,318983261,2,10000000,95,171835
21048,2021-05-01,04,07,17,21,27,10,12,17,04,07,21,27,10,12,743586048,361695321,11,7492512,215,65650
21047,2021-04-28,01,06,09,25,33,04,08,01,25,09,33,06,08,04,812065710,361812479,2,10000000,74,236848
21046,2021-04-26,06,08,12,14,18,06,08,14,06,08,18,12,08,06,748366613,359217248,12,5909252,113,94691
21045,2021-04-24,01,04,06,11,19,07,09,04,01,19,06,11,07,09,786177311,393747066,3,9103239,105,157653
21044,2021-04-21,06,18,31,33,35,10,11,35,06,33,31,18,10,11,748920582,363597797,11,6089993,177,76352
21043,2021-04-19,07,12,17,19,34,01,10,07,19,17,34,12,10,01,782390745,360667332,14,6968132,173,81926
21042,2021-04-17,09,15,20,23,29,04,05,23,09,15,20,29,05,04,871261627,393684367,4,10000000,156,105679
21041,2021-04-14,02,05,09,11,32,04,09,09,11,32,05,02,04,09,825740751,359992265,9,7739792,139,76002
21040,2021-04-12,02,03,09,16,19,03,07,02,19,16,03,09,07,03,870795060,359580080,8,8547328,136,99892
21039,2021-04-10,04,12,14,21,35,02,11,14,12,21,35,04,02,11,909367812,392788008,7,10000000,94,200165
21038,2021-04-07,09,11,20,29,32,01,07,20,09,29,11,32,01,07,915135531,279043760,17,6113204,199,51254
21037,2021-04-05,10,21,27,29,33,04,12,27,33,29,10,21,12,04,1031553232,265069172,8,8094047,69,188644
21036,2021-04-03,08,17,25,28,33,07,11,08,25,33,17,28,11,07,1070761233,293009078,6,9886405,277,45263
21035,2021-03-31,05,11,16,30,32,03,04,05,16,11,30,32,03,04,1087964691,282083604,6,10000000,74,184089
21034,2021-03-29,08,10,14,25,34,07,08,25,08,10,34,14,07,08,1088179028,287989728,0,0,71,194355
21033,2021-03-27,01,03,05,30,32,01,05,05,32,01,03,30,01,05,1022165135,315951286,5,10000000,68,246340
21032,2021-03-24,01,11,14,34,35,07,10,14,01,35,11,34,10,07,1024512096,294833370,3,10000000,98,159729
21031,2021-03-22,01,04,19,20,34,03,05,01,34,19,20,04,05,03,1003234237,291035602,27,5391526,430,20000
21030,2021-03-20,18,23,25,26,32,02,07,26,25,32,18,23,07,02,1159086523,310047645,6,9376324,62,244363
21029,2021-03-17,02,06,10,32,33,04,07,02,06,32,33,10,07,04,1184579106,291997028,3,10000000,256,44429
21028,2021-03-15,02,03,05,17,29,04,10,17,29,03,02,05,04,10,1148168180,290397846,5,10000000,114,114974
21027,2021-03-13,09,21,22,26,30,04,12,30,09,26,21,22,12,04,1137674691,300185659,10,7998232,179,65296
21026,2021-03-10,07,11,20,24,27,01,11,11,24,07,20,27,01,11,1173541384,276425219,2,10000000,70,166283
21025,2021-03-08,17,18,23,30,31,10,12,17,23,18,30,31,10,12,1148953396,276142896,1,10000000,50,307329
21024,2021-03-06,11,14,21,24,31,02,10,31,14,24,21,11,02,10,1099396871,290054173,3,10000000,218,47504
21023,2021-03-03,07,09,13,16,32,02,09,16,13,07,09,32,02,09,1090709659,269669045,2,10000000,70,187612
21022,2021-03-01,02,12,22,30,33,02,04,30,33,12,22,02,04,02,1060440510,267988268,2,10000000,51,302580
21021,2021-02-27,16,18,29,33,35,09,12,29,33,35,18,16,09,12,1011996707,292083963,3,10000000,74,185332
21020,2021-02-24,07,21,22,30,33,04,06,07,30,22,33,21,04,06,986653276,266285933,4,10000000,176,52410
21019,2021-02-22,01,12,13,28,29,03,04,12,01,28,13,29,03,04,989638019,268699087,1,10000000,134,76551
21018,2021-02-20,02,20,23,26,34,05,10,23,26,20,34,02,10,05,946984257,289120482,6,10000000,75,174392
21017,2021-02-08,17,21,26,29,32,02,07,21,32,29,17,26,07,02,961686810,335358205,5,10000000,75,221277
21016,2021-02-06,08,09,10,19,34,01,02,10,19,34,08,09,02,01,937156413,311054206,6,10000000,82,186837
21015,2021-02-03,04,08,17,19,25,01,07,08,25,17,04,19,01,07,945589061,272319625,10,6963705,259,37150
21014,2021-02-01,07,13,20,27,29,04,09,29,07,20,13,27,09,04,997073349,268530082,3,10000000,99,114748
21013,2021-01-30,21,27,28,30,34,08,11,30,34,27,28,21,08,11,975405451,293461597,4,10000000,59,281489
21012,2021-01-27,06,12,20,23,33,01,09,23,06,12,20,33,01,09,942151519,267411208,1,10000000,93,124142
21011,2021-01-25,06,09,11,14,21,01,03,21,06,11,14,09,01,03,903373114,264730145,2,10000000,299,35220
21010,2021-01-23,01,05,16,22,34,08,11,01,34,22,05,16,08,11,886344173,292800978,4,10000000,98,153518
21009,2021-01-20,01,03,20,29,32,05,12,20,29,32,01,03,05,12,865327652,270385175,1,10000000,103,112661
21008,2021-01-18,05,19,20,27,33,03,08,33,27,20,05,19,08,03,821084248,267627406,10,8342623,73,172279
21007,2021-01-16,05,23,30,34,35,08,10,30,34,35,23,05,08,10,854868061,290613639,3,10000000,160,81104
21006,2021-01-13,04,22,25,28,35,04,05,25,28,04,35,22,04,05,830578066,273199546,1,10000000,67,176510
21005,2021-01-11,03,07,10,12,35,03,05,12,03,10,35,07,03,05,782127364,270292542,1,10000000,77,188779
21004,2021-01-09,05,10,17,23,28,02,08,28,10,05,23,17,08,02,742165173,287870674,14,6781783,252,40037
21003,2021-01-06,07,21,28,31,35,04,10,31,28,07,21,35,04,10,811003039,271582391,6,10000000,66,182605
21002,2021-01-04,02,16,26,31,34,09,11,02,31,16,26,34,09,11,825914620,278003685,3,10000000,68,223170
21001,2021-01-02,02,06,12,19,33,08,09,02,33,19,12,06,09,08,801248467,301287873,2,10000000,103,149825
20134,2020-12-30,08,11,13,22,25,04,07,08,25,13,22,11,04,07,763061054,279450044,8,7660983,135,70426
20133,2020-12-28,11,24,26,33,35,08,09,24,35,26,11,33,08,09,802371363,278817951,2,10000000,79,125950
20132,2020-12-26,03,15,16,17,21,07,10,17,03,16,21,15,07,10,772089653,305220768,7,8732884,100,139407
20131,2020-12-23,08,25,27,29,35,02,03,35,08,25,29,27,03,02,804095086,276280604,4,7836812,84,157335
20130,2020-12-21,16,17,23,26,32,02,12,16,32,23,17,26,12,02,788606650,275873752,7,8580412,62,191821
20129,2020-12-19,10,22,27,33,34,01,11,22,27,10,33,34,11,01,816759357,299215239,2,10000000,62,265548
20128,2020-12-16,09,12,13,26,33,04,10,13,12,33,09,26,04,10,761816706,274958597,3,10000000,55,249603
20127,2020-12-14,01,04,17,18,26,03,10,18,01,26,17,04,10,03,723320954,276778645,5,6788183,51,246627
20126,2020-12-12,01,04,09,22,28,04,12,04,09,01,28,22,12,04,721797951,298548217,4,8293025,96,151985
20125,2020-12-09,01,02,03,08,22,01,04,01,22,08,02,03,04,01,699959034,275346986,2,9473073,73,188841
20124,2020-12-07,11,15,24,26,35,04,05,26,24,35,15,11,05,04,671260146,278064291,3,8940268,42,398755
20123,2020-12-05,01,07,11,15,21,04,11,07,01,15,21,11,04,11,641696961,304863915,5,7560029,163,69634
20122,2020-12-02,08,19,29,34,35,06,11,29,08,35,34,19,11,06,629576538,281651508,10,5812539,145,50433
20121,2020-11-30,09,17,27,28,35,03,08,09,35,27,17,28,03,08,658127792,278202603,12,5888553,96,115346
20120,2020-11-28,05,25,26,30,35,04,10,26,05,25,35,30,10,04,694960351,301311242,6,7151477,92,157223
20119,2020-11-25,14,22,24,28,32,07,08,22,28,14,24,32,08,07,685541779,274272049,5,6488585,63,175287
20118,2020-11-23,01,09,15,30,33,04,09,33,30,09,01,15,04,09,691143211,275653893,3,10000000,59,243507
20117,2020-11-21,07,19,20,23,24,05,10,24,07,20,23,19,10,05,657082924,295676112,6,6533726,125,82936
20116,2020-11-18,08,10,12,16,22,03,09,22,10,16,08,12,03,09,661279587,281698423,7,6651639,73,166572
20115,2020-11-16,01,09,18,19,23,01,09,18,09,23,01,19,01,09,663087702,284014718,13,5858135,161,61470
20114,2020-11-14,10,12,21,24,30,03,07,24,21,30,12,10,03,07,699754233,311221154,6,7416283,82,181463
20113,2020-11-11,06,14,18,28,33,02,05,14,18,33,28,06,05,02,686105119,281010096,5,7771898,121,105724
20112,2020-11-09,08,11,13,30,32,02,06,32,30,11,13,08,06,02,670912594,278836720,2,10000000,113,108341
20111,2020-11-07,05,07,09,20,28,02,07,28,09,05,07,20,02,07,633996339,305503745,4,7667800,110,102072
20110,2020-11-04,11,16,20,21,28,05,11,20,28,11,16,21,11,05,620860563,282491639,6,6966119,83,132491
20109,2020-11-02,02,20,21,23,32,06,12,02,21,32,23,20,12,06,616088689,278965485,1,10000000,66,193802
20108,2020-10-31,02,03,06,07,33,08,09,33,06,02,03,07,08,09,565897074,304680045,13,5881296,80,164519
20107,2020-10-28,01,04,13,17,28,03,07,13,17,28,04,01,07,03,611359962,282777346,14,5409214,193,33343
20106,2020-10-26,02,03,11,14,27,04,10,11,14,03,27,02,04,10,676948324,277207977,6,7175347,261,47698
20105,2020-10-24,03,08,12,13,22,04,12,12,13,08,03,22,04,12,669097275,301070175,4,8474471,91,143546
20104,2020-10-21,03,12,23,26,30,04,07,03,26,12,23,30,04,07,644732638,276928873,35,5543834,119,93553
20103,2020-10-19,07,12,13,19,23,02,08,23,12,19,07,13,08,02,929277059,273609545,7,10000000,182,118501
20102,2020-10-17,07,11,18,20,29,09,12,11,07,29,18,20,12,09,965450648,290224663,2,10000000,170,67717
20101,2020-10-14,03,04,05,09,34,07,09,03,09,34,04,05,09,07,942455528,270291174,5,10000000,109,118501
20100,2020-10-12,04,05,08,22,33,07,10,33,22,05,08,04,10,07,936240580,274948701,4,10000000,69,161287
20099,2020-10-10,02,03,11,15,27,04,12,03,15,02,27,11,04,12,913910111,301168262,7,9276156,177,73483
20098,2020-10-07,04,09,15,24,35,04,10,09,15,04,24,35,10,04,936316143,264989928,7,8375237,195,49312
20097,2020-10-05,05,25,27,30,34,06,12,05,27,30,25,34,06,12,963061001,225919953,8,8142371,78,118681
20096,2020-09-30,07,08,10,25,28,03,11,10,25,28,08,07,11,03,988983176,282876912,3,10000000,68,208082
20095,2020-09-28,02,18,25,26,32,02,07,25,18,32,26,02,07,02,971831929,265863829,5,10000000,113,91697
20094,2020-09-26,04,06,07,08,16,02,08,08,16,07,06,04,08,02,986269654,290322382,1,10000000,113,107925
20093,2020-09-23,06,14,25,27,28,04,11,06,25,28,27,14,04,11,939867946,279991779,1,10000000,72,200445
20092,2020-09-21,08,11,17,31,35,07,11,17,31,08,35,11,11,07,893054932,269838213,3,10000000,62,204135
20091,2020-09-19,12,16,20,23,31,05,12,20,31,12,16,23,12,05,863707287,293820005,2,10000000,82,178853
20090,2020-09-16,05,06,27,28,29,11,12,29,27,05,28,06,12,11,820939644,280443686,18,6420892,225,48126
20089,2020-09-14,13,16,20,22,27,01,02,16,13,27,22,20,01,02,910070806,274438340,2,10000000,44,336720
20088,2020-09-12,02,07,23,26,35,01,12,23,26,35,07,02,01,12,868351367,297982352,3,10000000,105,136300
20087,2020-09-09,01,04,20,23,29,04,08,29,04,23,20,01,04,08,840146318,285933804,2,10000000,55,272660
20086,2020-09-07,08,11,15,20,28,04,10,11,08,28,20,15,10,04,801056869,273366854,6,10000000,95,133505
20085,2020-09-05,03,04,11,15,28,02,03,04,03,11,15,28,02,03,817700325,295847488,19,5878445,392,20000
20084,2020-09-02,02,10,20,24,31,06,12,24,10,20,02,31,06,12,917779485,281668774,6,10000000,70,196210
20083,2020-08-31,01,02,17,32,34,04,09,32,02,01,17,34,04,09,923726886,271235594,5,10000000,56,298130
20082,2020-08-29,02,11,12,21,34,04,08,21,34,12,02,11,04,08,913232816,291838192,7,8556891,185,63356
20081,2020-08-26,01,13,15,32,35,08,10,32,15,01,35,13,08,10,941509338,266594465,2,10000000,44,319505
20080,2020-08-24,03,06,22,24,25,09,10,25,22,24,06,03,09,10,898072957,263844694,8,7392120,129,80860
20079,2020-08-22,04,16,24,29,35,02,12,29,04,35,16,24,12,02,941997905,292614622,5,10000000,78,187470
20078,2020-08-19,14,18,20,28,34,10,11,14,20,18,28,34,10,11,932733357,269949871,2,10000000,63,235153
20077,2020-08-17,17,23,28,29,32,01,03,17,28,29,32,23,03,01,890203888,270568843,0,0,65,213251
20076,2020-08-15,01,08,18,28,30,10,12,18,08,01,30,28,10,12,827752078,294292139,7,9172500,184,61724
20075,2020-08-12,02,09,10,21,35,01,07,21,10,35,02,09,07,01,848526594,271697395,4,10000000,59,217584
20074,2020-08-10,03,09,10,12,21,04,11,21,09,03,12,10,04,11,829434509,270785594,8,8240826,166,66605
20073,2020-08-08,04,10,12,23,27,08,09,23,04,27,12,10,08,09,857463717,298601828,7,9742502,129,91542
20072,2020-08-05,11,15,18,20,27,05,06,11,20,18,27,15,05,06,875748466,270501710,22,5677396,212,28888
20071,2020-08-03,01,12,16,28,33,03,12,01,12,16,28,33,12,03,992189045,269034062,7,8759262,75,171808
20070,2020-08-01,01,22,30,31,32,04,12,32,30,22,01,31,12,04,1021716141,294678230,2,10000000,47,319597
20069,2020-07-29,05,07,26,30,31,07,10,26,30,31,05,07,07,10,984516773,276270699,3,10000000,73,160051
20068,2020-07-27,15,20,23,26,33,02,08,15,33,26,23,20,02,08,963387967,275720877,5,10000000,110,110818
20067,2020-07-25,01,08,14,16,28,04,10,08,01,28,16,14,10,04,969682196,298070364,1,10000000,54,285608
20066,2020-07-22,06,14,21,34,35,03,10,34,35,14,06,21,10,03,918419472,275984921,4,10000000,56,230559
20065,2020-07-20,13,15,26,32,33,05,07,26,13,33,15,32,05,07,905602072,275339410,2,10000000,84,156336
20064,2020-07-18,05,10,23,34,35,01,11,05,10,35,23,34,01,11,864409230,306180017,3,10000000,75,195825
20063,2020-07-15,11,18,20,21,33,06,07,33,20,18,11,21,06,07,828120323,285313485,3,10000000,48,284622
20062,2020-07-13,01,05,14,23,31,02,07,14,01,05,31,23,02,07,811151382,281547455,5,10000000,66,144275
20061,2020-07-11,07,08,12,21,26,01,06,07,12,26,21,08,01,06,823114481,311505452,5,10000000,133,106145
20060,2020-07-08,12,14,25,34,35,03,12,12,25,34,35,14,12,03,840309833,293094526,7,10000000,109,112902
20059,2020-07-06,01,15,22,28,32,03,11,01,28,15,22,32,03,11,845222708,288214989,2,10000000,72,191667
20058,2020-07-04,01,15,19,26,27,05,10,01,27,26,15,19,05,10,801073308,311403757,5,9421778,137,80612
20057,2020-07-01,17,20,21,22,31,02,08,20,17,31,22,21,02,08,819749458,290961693,2,10000000,93,120838
20056,2020-06-29,03,11,25,29,34,03,06,25,03,11,34,29,03,06,788369268,293376714,2,10000000,77,185738
20055,2020-06-27,03,04,12,18,34,10,12,12,04,34,03,18,10,12,733955513,323557054,0,0,69,245252
20054,2020-06-24,11,14,15,19,20,03,07,11,20,19,14,15,03,07,652393349,316196813,8,6499570,109,119965
20053,2020-06-22,02,15,18,21,27,03,06,21,02,27,15,18,06,03,660208305,321021775,2,10000000,72,226197
20052,2020-06-20,09,11,26,28,35,06,07,26,11,28,35,09,06,07,617935816,346849702,1,10000000,109,139182
20051,2020-06-17,02,07,09,19,33,01,07,19,07,02,09,33,07,01,546514269,316737986,3,9837277,135,83927
20050,2020-06-15,03,14,16,22,34,02,06,34,16,03,22,14,02,06,519429958,319364735,3,10000000,47,338385
20049,2020-06-13,03,11,15,22,30,08,10,22,11,03,30,15,10,08,466168612,346562943,7,6767678,175,79868
20048,2020-06-10,03,09,10,15,16,07,09,09,03,10,16,15,09,07,464779671,326341634,6,6920039,92,145440
20047,2020-06-08,04,18,27,28,30,03,10,18,04,28,27,30,03,10,459553012,329244489,5,7088857,83,168127
20046,2020-06-06,15,24,27,30,34,04,12,27,34,15,24,30,12,04,450033830,356817551,2,10000000,93,167603
20045,2020-06-03,02,09,16,23,27,03,08,23,09,27,16,02,08,03,397099392,331645185,56,5129137,351,22068
20044,2020-06-01,01,03,22,28,30,02,05,03,01,28,22,30,02,05,793042322,326278357,4,7648434,79,159905
20043,2020-05-30,12,13,17,31,32,01,06,17,32,31,12,13,06,01,775887380,361785294,2,10000000,64,247923
20042,2020-05-27,03,04,05,11,22,05,06,05,11,03,04,22,05,06,712471084,329246559,73,5024350,1424,20000
20041,2020-05-25,07,13,20,29,34,04,07,13,34,07,20,29,04,07,1240028369,323641936,10,8174807,85,164840
20040,2020-05-23,02,17,20,28,29,01,07,29,28,02,20,17,01,07,1290293247,350219331,3,10000000,99,155828
20039,2020-05-20,01,05,15,22,31,02,09,01,05,22,31,15,09,02,1252426576,327734435,2,10000000,82,200203
20038,2020-05-18,04,15,20,22,24,01,09,20,24,22,15,04,01,09,1189804473,321713613,1,10000000,68,235783
20037,2020-05-16,01,04,10,11,14,02,05,04,10,01,11,14,02,05,1119552352,347550329,11,8423230,163,97469
20036,2020-05-13,01,05,11,12,26,02,07,11,01,05,26,12,02,07,1165797219,329608250,6,10000000,99,152093
20035,2020-05-11,10,11,22,26,28,02,04,28,11,10,26,22,04,02,1181117012,322907375,2,10000000,80,190608
20034,2020-05-09,11,13,20,27,31,02,04,13,20,31,11,27,02,04,1119481106,363231403,8,9891637,65,286379
20033,2020-05-06,07,19,20,31,34,05,08,34,19,20,07,31,08,05,1148417852,344128096,6,10000000,96,143208
20032,2020-05-04,02,03,09,16,32,03,04,09,32,02,16,03,03,04,1167303638,315030186,19,5845668,169,37815
20031,2020-05-02,01,02,05,15,21,04,05,02,01,05,21,15,04,05,1285895989,348801433,7,9916051,102,134204
20030,2020-04-29,01,08,17,27,30,05,06,08,01,17,30,27,05,06,1308815502,336512111,6,9047466,154,71986
20029,2020-04-27,11,14,17,22,30,07,09,11,22,17,30,14,09,07,1333962953,274347215,4,10000000,100,122739
20028,2020-04-25,04,05,28,34,35,01,08,04,35,05,34,28,08,01,1319654037,297809663,13,6757551,201,60732
20027,2020-04-22,04,07,20,25,32,03,09,32,20,25,04,07,09,03,1403985231,267026928,6,9243858,76,168946
20026,2020-04-20,03,15,26,32,34,08,12,32,26,03,34,15,12,08,1423923368,267647668,7,9777969,97,148263
20025,2020-04-18,02,14,21,22,26,05,07,22,26,21,14,02,07,05,1442053199,290980102,5,10000000,81,158628
20024,2020-04-15,03,05,06,24,30,03,07,24,03,05,30,06,07,03,1437049654,274944706,4,9810302,143,56756
20023,2020-04-13,04,11,23,26,30,01,06,11,26,23,04,30,01,06,1448119562,266526290,5,10000000,76,144157
20022,2020-04-11,04,14,20,28,35,02,03,14,04,20,35,28,02,03,1459915831,279808308,1,10000000,85,132699
20021,2020-04-08,10,12,24,31,33,04,09,31,33,10,12,24,04,09,1418256965,255667147,9,8087069,129,94599
20020,2020-04-06,08,10,12,26,32,05,09,08,10,12,26,32,05,09,1452932119,229103689,3,10000000,76,130721
20019,2020-04-04,01,12,22,23,33,01,12,01,22,33,12,23,01,12,1445697714,251571436,4,10000000,65,206046
20018,2020-04-01,09,14,16,24,26,04,12,09,16,24,26,14,12,04,1443693869,230454828,0,0,69,160807
20017,2020-03-30,01,06,07,09,10,02,11,09,06,10,01,07,11,02,1394320153,220830654,6,8730653,150,56374
20016,2020-03-28,04,08,19,31,35,01,02,35,19,08,04,31,01,02,1414113824,235862341,3,10000000,61,217312
20015,2020-03-25,01,07,23,24,26,03,07,01,07,24,26,23,03,07,1389102103,213742602,2,10000000,42,280807
20014,2020-03-23,03,07,09,17,21,03,06,09,07,17,03,21,03,06,1368119121,203414775,4,8706884,149,44032
20013,2020-03-21,01,04,05,11,35,03,09,01,04,35,05,11,09,03,1382155014,210216729,9,7976833,45,278794
20012,2020-03-18,01,06,18,32,34,01,03,34,18,06,01,32,03,01,1417484530,180512101,2,10000000,35,268738
20011,2020-03-16,02,13,19,22,23,02,07,02,22,23,13,19,02,07,1392702843,169402246,5,9096183,58,158385
20010,2020-03-14,01,08,13,24,32,02,09,13,01,08,32,24,09,02,1408398438,193022506,6,8599471,70,114765
20009,2020-01-20,19,29,31,34,35,06,10,34,19,31,29,35,10,06,1426304213,306054010,6,10000000,102,152272
20008,2020-01-18,14,17,19,24,32,01,06,17,14,24,32,19,06,01,1436007520,312604530,4,10000000,57,344283
20007,2020-01-15,02,10,19,24,30,05,08,02,10,30,19,24,05,08,1413642398,275894030,12,7162433,131,96229
